measurer,type,time,number,,00:00.0,00:01.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
,,,,,,00:00.0
